id,Dvfull,treatment,W1,W2,W2n,W3,W3a,W3n,W4,W4a,Census_comp,W5,W5a,W5b,W5c,Party,PartyLean,PartyLikert,N2,N2n,N3,N3n,N4_1,N4_2,N4_3,N4_4,N4_5,N4_6,N4_7,N4_8,N4_9,N4_10,N4_11,N4_12,N4_13,N4_1n,N4_2n,N4_3n,N4_4n,N4_5n,N4_6n,N4_7n,N4_8n,N4_9n,N4_10n,N4_11n,N4_12n,N4_13n,Agreatdealn,Afairamountn,Nottoomuchn,Noconfidenceatalln,ConfidenceIndex,N5,N5n,N6,N6n,N7_1,N7_2,N7_3,N7_4,N7_5,N7_6,N7_7,N7_8,N7_1n,N7_2n,N7_3n,N7_4n,N7_5n,N7_6n,N7_7n,N7_8n,GovtServicesIndex,N8,N8n,N9_1,N9_2,N9_3,N9_4,N9_1n,N9_2n,N9_3n,N9_4n,MediaIndex,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N10n,N11n,N12n,N13n,N14n,N15n,N16n,N17n,N18n,N19n,N1,N1n,N1a,N1an,Trump,D2,IdeoLikert,D4,D4n,D5,D5n,D7,D7n,D8,D8n,D9,D9n,D13,D13n,D14,D14n,D15,D15n,D11,D11n,D11a,D11an,D12_1,D12_2,Region,Division,Confirmed_Cases,Covid_Deaths,Active_Covid,Incident_Rate,Case_Fatality_Ratio,opp,Q_TotalDuration,RISN,rid,Q_CHL,QPMID,cintid,ProjectToken,isNew,wave,gc,term,Treatment,Medium,Race,LS,E0_num,E1_num,E2_num,E3_num,E4_num,E5_num,E6_num,E7_num,E0_num3,E1_num3,E2_num3,E3_num3,E4_num3,E5_num3,E6_num3,E7_num3,partisan,DVfull,control,NurseLindsaydemo,DrFaucidemo,Bidenendorse,Trumpendorse,Fauciendorse,FDA,Economy,gender,health,flu,edu,incm,marital,agevar,race,trust_sci,treatment,allergy,religion,Black,Hispanic,Asian,Mixed,Other,White,PacificIslander,NativeAmerican,Other2,concernillness,knowCovid19pat,ConfidenceIndexscale,GovtServicesIndexscale,MediaIndexscale,Incident_RatePct,lnCovid_Deaths,trust_gov,fem,county,incident_ratepct,state,ManipCorr,Durationinseconds
1173,0,T5 Fauci,Yes,35-50,2,Female,,1,White,,White,Independent/no preference,,,Neither,Other,Neither,3,Not at all interested,0,About half the time,2,Not too much,Not too much,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Not too much,Not too much,A fair amount,A fair amount,1,1,3,2,2,2,2,3,3,1,1,2,2,3,6,4,0,25,There’s not much ordinary citizens can do to influence the government,0,Half of the time,2,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method can be used to produce any conclusion the researcher wants,0,Never,Every few weeks/once a month,Never,Never,0,2,0,0,2,Not at all concerned,Not at all concerned,No,Favor,Left the same as it is now,Stay out of this matter,"A factory owned by a Chinese company that employed 2,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Some of the time,0,0,0,1,2,1,0,0,3,1,No,0,,,,Moderate,3,Not married but in a relationship,1,No,0,Less than high school graduate,0,"Less than $10,000",0,Most of the time,3,No,0,No,0,Very good,3,No,No,,,ARIZONA,Pinal AZ,West,Mountain,44221,676,43545,9555,2,Qual73538399-0108Vaccination,542,10014597,6026d48a-c245-7d6f-7a93-525623f18728,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,White,959,,,,,,0,,,,,,,,0,,,2,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,2,1,Pinal AZ,10,ARIZONA,0,542
1174,3,T4 Trump,Yes,51-65,3,Female,,1,White,,White,Democratic Party,Not very strong,,,Democrat,Democrat,1,Very interested,3,Most of the time,3,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,Not too much,A fair amount,Not too much,A fair amount,A fair amount,Not too much,2,3,2,2,2,1,2,1,2,1,2,2,1,1,8,4,0,23,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Most of the time,3,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Every day,Several days a week,Never,Once a week,4,3,0,1,8,Very concerned,Very concerned,Yes,Favor,Decreased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Some of the time,3,3,1,1,1,0,1,0,3,1,Yes,1,Jo Jorgensen,2,0,Very conservative,6,Married,2,No,0,4-year college degree,4,"$150,000 or more",8,Never,0,No,0,No,0,Good,2,Yes,Yes,Lutheran,Lutheran,PENNSYLVANIA,Bucks PA,Northeast,Middle Atlantic,41946,1066,40880,6676,3,Qual73538399-0108Vaccination,271,9979290,6026d5a2-c470-3c5c-97aa-f4cbc801d3ff,anonymous,73531461,,,,,1,,T4 Trump,Text Endorse,White,1227,,,,,1,,,,,,,,3,,,,0,3,0,0,0,0,1,0,0,0,1,2,0,4,8,2,3,0,1,4,0,1,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,7,3,1,Bucks PA,7,PENNSYLVANIA,0,271
1175,6,T6 Approval,Yes,Over 65,4,Female,,1,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Very interested,3,About half the time,2,A fair amount,A fair amount,A great deal,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,2,2,3,3,2,2,2,2,2,2,2,1,2,2,10,1,0,27,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Every day,Several days a week,Several days a week,Several days a week,4,3,3,3,13,Not too concerned,Somewhat concerned,Yes,Favor,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Some of the time,1,2,1,1,2,0,1,1,3,1,Yes,1,Joseph R. Biden,0,0,Very liberal,0,Married,2,No,0,Some college,2,"$30,000 to under $40,000",3,Some of the time,2,Yes,1,Yes,1,Good,2,Yes,Yes,catholic,catholic,MASSACHUSETTS,Bristol MA,Northeast,New England,52832,1396,51436,9347,3,Qual73538399-0108Vaccination,254,9979290,6026d5b5-284d-5a03-f636-42017848850f,anonymous,73531461,,,,,1,,T6 Approval,Subst Message,White,1227,,,,,,,2,,,,,,,,6,,0,6,0,0,0,0,0,0,1,0,1,2,1,2,3,2,4,0,1,6,1,1,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,7,2,1,Bristol MA,9,MASSACHUSETTS,1,254
1176,6,T7 Economy,Yes,Over 65,4,Male,,0,White,,White,Independent/no preference,,,Closer to Democratic Party,Other,Democrat,2,Very interested,3,Some of the time,1,Not too much,A fair amount,A fair amount,A great deal,No confidence at all,A fair amount,A fair amount,Not too much,A great deal,A fair amount,Not too much,A fair amount,A fair amount,1,2,2,3,0,2,2,1,3,2,1,2,2,2,7,3,1,23,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Every day,Every day,Several days a week,Never,4,4,3,0,11,Somewhat concerned,Somewhat concerned,Yes,Oppose,Left the same as it is now,Stay out of this matter,"A factory owned by a Chinese company that employed 2,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,2,2,1,0,2,1,0,0,2,1,Yes,1,Joseph R. Biden,0,0,Somewhat liberal,2,Married,2,No,0,4-year college degree,4,"$150,000 or more",8,Never,0,Yes,1,No,0,Very good,3,No,No,,,FLORIDA,Pinellas FL,South,South Atlantic,61950,1344,60606,6354,2,Qual73538399-0108Vaccination,259,9979290,6026d603-b025-93fe-ba3c-2fe4b96404e1,anonymous,73531461,,,,,1,,T7 Economy,Subst Message,White,1227,,,,,,,,2,,,,,,,,6,2,6,0,0,0,0,0,0,0,1,0,3,1,4,8,2,4,0,1,7,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,7,1,0,Pinellas FL,6,FLORIDA,1,259
1177,6,T6 Approval,Yes,35-50,2,Male,,0,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Extremely interested,4,Always,4,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,3,3,3,3,3,3,3,3,3,3,3,3,3,13,0,0,0,39,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Most of the time,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,8,The scientific method generally produces accurate conclusions,1,Every day,Every day,Every day,Every day,4,4,4,4,16,Very concerned,Very concerned,Yes,Favor,Increased a little,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,All of the time,3,3,1,1,3,2,1,0,4,3,Yes,1,Joseph R. Biden,0,0,Very conservative,6,Married,2,Yes,1,High school graduate,1,"$75,000 to under $100,000",6,Occassionally,1,Yes,1,Yes,1,Excellent,4,No,No,,,SOUTH CAROLINA,Richland SC,South,South Atlantic,37631,452,37179,9051,1,Qual73538399-0108Vaccination,302,9979290,6026d58e-d381-4fb9-cb3f-dc999f9240f5,anonymous,73531461,,,,,1,,T6 Approval,Subst Message,White,1227,,,,,,,2,,,,,,,,6,,0,6,0,0,0,0,0,0,1,0,0,4,1,1,6,2,2,0,1,6,1,0,0,0,0,0,0,1,0,0,0,3,1,1,1,1,0,6,4,0,Richland SC,9,SOUTH CAROLINA,1,302
1178,6,T6 Approval,Yes,Over 65,4,Female,,1,White,,White,Republican Party,,Not very strong,,Republican,Republican,5,Not at all interested,0,Never,0,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,There’s not much ordinary citizens can do to influence the government,0,None of the time,0,No,No,Yes,No,Yes,No,No,No,0,0,1,0,1,0,0,0,2,The scientific method generally produces accurate conclusions,1,Several days a week,Several days a week,Several days a week,Several days a week,3,3,3,3,12,Somewhat concerned,Somewhat concerned,No,Favor,Increased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,None of the time,2,2,0,1,3,0,1,0,2,0,Yes,1,Donald J. Trump,3,1,Moderate,3,Single,0,No,0,Some college,2,"$30,000 to under $40,000",3,Most of the time,3,Yes,1,No,0,Good,2,Yes,Yes,methodist,methodist,OHIO,Hamilton OH,Midwest,East North Central,69858,1027,69371,8546,1,Qual73538399-0108Vaccination,427,9979290,6026d51d-a554-530f-db63-53ccb9dd339a,anonymous,73531461,,,,,1,,T6 Approval,Subst Message,White,1227,,,,,,,2,,,,,,,,6,,1,6,0,0,0,0,0,0,1,0,1,2,1,2,3,0,4,0,1,6,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,7,0,1,Hamilton OH,9,OHIO,1,427
1179,6,T1 Lindsay,Yes,51-65,3,Female,,1,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Extremely interested,4,Always,4,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,3,3,3,3,3,3,3,3,3,3,3,3,3,13,0,0,0,39,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,Yes,No,Yes,No,No,Yes,No,Yes,1,0,1,0,0,1,0,1,4,The scientific method generally produces accurate conclusions,1,Once a week,Every day,Every few weeks/once a month,Once a week,1,4,2,1,8,Very concerned,Very concerned,No,Favor,Increased a little,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Most of the time,3,3,0,1,3,2,1,0,4,2,Yes,1,Joseph R. Biden,0,0,Very liberal,0,Single,0,No,0,2-year college degree,3,"$20,000 to under $30,000",2,Always,4,Yes,1,No,0,Excellent,4,Yes,Yes,"Girl power, Woman power.","Girl power, Woman power.",MICHIGAN,Menominee MI,Midwest,East North Central,1857,36,1821,8152,2,Qual73538399-0108Vaccination,407,10014597,6026d567-59fa-27a2-6a43-ab27a05efb2c,anonymous,73531461,,,,,1,,T1 Lindsay,Demo Endorse,White,959,,2,,,,,,,,6,,,,,,,0,6,0,1,0,0,0,0,0,0,1,4,1,3,2,0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3,0,1,1,1,0,4,4,1,Menominee MI,8,MICHIGAN,1,407
1180,6,Control,Yes,Over 65,4,Female,,1,White,,White,Republican Party,,Not very strong,,Republican,Republican,5,Somewhat interested,2,Some of the time,1,Not too much,Not too much,A great deal,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,1,1,3,3,2,2,2,2,2,3,2,2,2,3,8,2,0,27,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,No,No,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,1,The scientific method generally produces accurate conclusions,1,Every day,Several days a week,Never,Several days a week,4,3,0,3,10,Not too concerned,Not too concerned,Yes,Favor,Left the same as it is now,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Most of the time,1,1,1,1,2,1,1,1,3,2,Yes,1,Donald J. Trump,3,1,Somewhat conservative,4,Married,2,No,0,Some college,2,"$75,000 to under $100,000",6,Never,0,Yes,1,No,0,Very good,3,Yes,Yes,Christian ,Christian ,TEXAS,Dallas TX,South,West South Central,269565,3045,266520,10228,1,Qual73538399-0108Vaccination,299,9979290,6026d5c1-9f59-35e6-815a-b4fdaca10b52,anonymous,73531461,,,,,1,,Control,Control,White,1227,2,,,,,,,,6,,,,,,,,1,6,1,0,0,0,0,0,0,0,1,3,1,2,6,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,8,1,1,Dallas TX,10,TEXAS,,299
1181,6,Control,Yes,Over 65,4,Female,,1,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Not too interested,1,Some of the time,1,Not too much,Not too much,Not too much,A fair amount,Not too much,Not too much,Not too much,Not too much,Not too much,Not too much,A fair amount,Not too much,A fair amount,1,1,1,2,1,1,1,1,1,1,2,1,2,0,3,10,0,16,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,No,No,No,No,Yes,No,No,No,0,0,0,0,1,0,0,0,1,The scientific method generally produces accurate conclusions,1,Every few weeks/once a month,Every few weeks/once a month,Every few weeks/once a month,Every few weeks/once a month,2,2,2,2,8,Very concerned,Very concerned,Yes,Favor,Increased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Strongly agree,Most of the time,3,3,1,1,4,0,1,1,4,2,Yes,1,Joseph R. Biden,0,0,Moderate,3,Single,0,No,0,High school graduate,1,"$10,000 to under $20,000",1,Always,4,Yes,1,Yes,1,Good,2,Yes,Yes,Christian ,Christian ,INDIANA,Porter IN,Midwest,East North Central,15516,252,15264,9106,2,Qual73538399-0108Vaccination,453,9979290,6026d534-c4e4-5a8f-9c21-c548cbe802c1,anonymous,73531461,,,,,1,,Control,Control,White,1227,2,,,,,,,,6,,,,,,,,0,6,1,0,0,0,0,0,0,0,1,2,1,1,1,0,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,6,1,1,Porter IN,9,INDIANA,,453
1182,6,T7 Economy,Yes,51-65,3,Female,,1,White,,White,Independent/no preference,,,Closer to Republican Party,Other,Republican,4,Extremely interested,4,Never,0,No confidence at all,No confidence at all,A fair amount,A fair amount,A fair amount,A fair amount,No confidence at all,No confidence at all,No confidence at all,A fair amount,Not too much,Not too much,No confidence at all,0,0,2,2,2,2,0,0,0,2,1,1,0,0,5,2,6,12,There’s not much ordinary citizens can do to influence the government,0,None of the time,0,Yes,No,No,No,Yes,Yes,No,No,1,0,0,0,1,1,0,0,3,The scientific method generally produces accurate conclusions,1,Every day,Every day,Once a week,Never,4,4,1,0,9,Very concerned,Not too concerned,Yes,Favor,Decreased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,None of the time,3,1,1,1,1,0,1,1,3,0,Yes,1,Donald J. Trump,3,1,Somewhat conservative,4,Not married but in a relationship,1,No,0,High school graduate,1,"$150,000 or more",8,Never,0,No,0,No,0,Very good,3,Yes,Yes,Baptist,Baptist,NEW YORK,Albany NY,Northeast,Middle Atlantic,19587,314,19273,6411,2,Qual73538399-0108Vaccination,293,9979290,6026d61c-e08e-ed12-7bca-fac2b2a1d5af,anonymous,73531461,,,,,1,,T7 Economy,Subst Message,White,1227,,,,,,,,2,,,,,,,,6,2,6,0,0,0,0,0,0,0,1,1,3,0,1,8,1,3,0,1,7,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,6,0,1,Albany NY,6,NEW YORK,1,293
1183,6,T3 Biden,Yes,51-65,3,Female,,1,White,,White,Republican Party,,Strong,,Republican,Republican,6,Very interested,3,Some of the time,1,Not too much,No confidence at all,A great deal,A fair amount,A great deal,Not too much,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,Not too much,Not too much,1,0,3,2,3,1,2,1,2,2,2,1,1,2,5,5,1,21,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,No,No,No,Yes,No,Yes,No,No,0,0,0,1,0,1,0,0,2,The scientific method generally produces accurate conclusions,1,Every day,Every few weeks/once a month,Every few weeks/once a month,Never,4,2,2,0,8,Not too concerned,Not too concerned,Yes,Favor,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,1,1,1,1,2,0,1,0,2,1,Yes,1,Donald J. Trump,3,1,Very conservative,6,Married,2,No,0,High school graduate,1,"$30,000 to under $40,000",3,Occassionally,1,Yes,1,Yes,1,Good,2,Yes,Yes,Baptist,Baptist,GEORGIA,Union GA,South,South Atlantic,1972,64,1908,8045,3,Qual73538399-0108Vaccination,475,9979290,6026d533-becf-32e3-c2b6-b201541c811d,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,White,1227,,,,2,,,,,,,,6,,,,,1,6,0,0,0,1,0,0,0,0,1,2,1,1,3,2,3,0,1,3,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,4,1,1,Union GA,8,GEORGIA,1,475
1184,0,T4 Trump,Yes,35-50,2,Female,,1,White,,White,Republican Party,,Strong,,Republican,Republican,6,Somewhat interested,2,Never,0,No confidence at all,No confidence at all,Not too much,Not too much,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,11,2,There’s not much ordinary citizens can do to influence the government,0,None of the time,0,No,No,No,No,Yes,Yes,No,No,0,0,0,0,1,1,0,0,2,The scientific method can be used to produce any conclusion the researcher wants,0,Several days a week,Once a week,Never,Never,3,1,0,0,4,Very concerned,Very concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Neither agree nor disagree,Most of the time,3,3,1,1,0,0,1,1,2,2,Yes,1,Donald J. Trump,3,1,Moderate,3,Single,0,No,0,Some college,2,"$20,000 to under $30,000",2,Never,0,No,0,No,0,Very good,3,No,No,,,INDIANA,Tippecanoe IN,Midwest,East North Central,19096,182,18914,9756,1,Qual73538399-0108Vaccination,287,9979290,6026d61f-82be-1420-5492-8733b18fc64f,anonymous,73531461,,,,,1,,T4 Trump,Text Endorse,White,1227,,,,,0,,,,,,,,0,,,,1,0,0,0,0,0,1,0,0,0,1,3,0,2,2,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,5,0,1,Tippecanoe IN,10,INDIANA,0,287
1185,6,T2 Fauci,Yes,Over 65,4,Female,,1,White,,White,Republican Party,,Strong,,Republican,Republican,6,Somewhat interested,2,About half the time,2,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,2,2,2,3,2,2,2,2,3,2,2,2,2,2,11,0,0,28,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Most of the time,3,No,No,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,1,The scientific method generally produces accurate conclusions,1,Several days a week,Several days a week,Every few weeks/once a month,Several days a week,3,3,2,3,11,Somewhat concerned,Somewhat concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,2,2,1,1,0,0,1,0,2,1,Yes,1,Donald J. Trump,3,1,Mostly conservative,5,Single,0,Yes,1,Advanced degree,5,"$30,000 to under $40,000",3,Some of the time,2,Yes,1,No,0,Good,2,Yes,Yes,Pentecostal,Pentecostal,VIRGINIA,Tazewell VA,South,South Atlantic,3068,36,3032,7558,1,Qual73538399-0108Vaccination,639,10014597,6026d48e-0455-2638-36c5-31e4b4fbc076,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,White,959,,,2,,,,,,,,6,,,,,,1,6,0,0,1,0,0,0,0,0,1,2,1,5,3,0,4,0,1,2,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,4,2,1,Tazewell VA,8,VIRGINIA,1,639
1186,3,T7 Economy,Yes,35-50,2,Female,,1,White,,White,Republican Party,,Strong,,Republican,Republican,6,Somewhat interested,2,About half the time,2,Not too much,No confidence at all,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,Not too much,A fair amount,Not too much,A fair amount,1,0,3,2,2,2,2,1,2,1,2,1,2,1,7,4,1,21,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,No,No,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,1,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Several days a week,Once a week,Every day,4,3,1,4,12,Somewhat concerned,Very concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Some of the time,2,3,1,1,0,0,1,1,3,1,Yes,1,Donald J. Trump,3,1,Somewhat conservative,4,Married,2,Yes,1,High school graduate,1,"$50,000 to under $75,000",5,Never,0,No,0,Yes,1,Excellent,4,Yes,Yes,baptist,baptist,ALABAMA,Shelby AL,South,East South Central,20992,187,20805,9643,1,Qual73538399-0108Vaccination,312,9979290,6026d5dd-c289-1f19-e8e4-2a280c2728be,anonymous,73531461,,,,,1,,T7 Economy,Subst Message,White,1227,,,,,,,,1,,,,,,,,3,1,3,0,0,0,0,0,0,0,1,1,4,0,1,5,2,2,0,0,7,1,1,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,5,2,1,Shelby AL,10,ALABAMA,1,312
1187,6,T5 Fauci,Yes,Over 65,4,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Somewhat interested,2,Most of the time,3,A fair amount,Not too much,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,A fair amount,A fair amount,A fair amount,2,1,3,2,2,2,2,2,1,2,2,2,2,1,10,2,0,25,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,No,No,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,1,The scientific method generally produces accurate conclusions,1,Every day,Never,Never,Never,4,0,0,0,4,Not at all concerned,Not too concerned,No,Oppose,Left the same as it is now,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Some of the time,0,1,0,0,2,1,1,0,3,1,No,0,,,,Somewhat conservative,4,Single,0,No,0,Some college,2,"$40,000 to under $50,000",4,Most of the time,3,Yes,1,No,0,Good,2,Yes,Yes,Nondenominational ,Nondenominational ,OKLAHOMA,Washington OK,South,West South Central,4446,79,4367,8628,2,Qual73538399-0108Vaccination,468,9979290,6026d56d-3609-4a2b-5ff3-5b2c970f6b0e,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,White,1227,,,,,,2,,,,,,,,6,,,1,6,0,0,0,0,0,1,0,0,0,2,1,2,4,0,4,0,1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,3,0,Washington OK,9,OKLAHOMA,1,468
1188,1,T6 Approval,Yes,Over 65,4,Female,,1,White,,White,Republican Party,,Not very strong,,Republican,Republican,5,Somewhat interested,2,Some of the time,1,No confidence at all,No confidence at all,A fair amount,Not too much,Not too much,No confidence at all,Not too much,No confidence at all,A fair amount,Not too much,A fair amount,Not too much,Not too much,0,0,2,1,1,0,1,0,2,1,2,1,1,0,3,6,4,12,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method can be used to produce any conclusion the researcher wants,0,Several days a week,Every day,Never,Every few weeks/once a month,3,4,0,2,9,Not at all concerned,Not too concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,0,1,1,1,0,0,1,0,2,1,Yes,1,Donald J. Trump,3,1,Mostly conservative,5,Single,0,No,0,4-year college degree,4,"$40,000 to under $50,000",4,Never,0,Yes,1,Yes,1,Good,2,Yes,Yes,Non-denominational ,Non-denominational ,LOUISIANA,East Baton Rouge LA,South,West South Central,34088,698,33390,7746,2,Qual73538399-0108Vaccination,473,9979290,6026d56b-8db3-a264-c0f2-099ccebc28f6,anonymous,73531461,,,,,1,,T6 Approval,Subst Message,White,1227,,,,,,,1,,,,,,,,1,,1,1,0,0,0,0,0,0,1,0,1,2,1,4,4,0,4,0,0,6,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,7,1,1,East Baton Rouge LA,8,LOUISIANA,0,473
1189,0,T5 Fauci,Yes,35-50,2,Female,,1,White,,White,Democratic Party,Not very strong,,,Democrat,Democrat,1,Not too interested,1,Some of the time,1,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,2,2,2,2,2,2,2,2,2,2,2,2,2,0,13,0,0,26,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,No,No,No,No,Yes,No,No,Yes,0,0,0,0,1,0,0,1,2,The scientific method generally produces accurate conclusions,1,Never,Every few weeks/once a month,Never,Never,0,2,0,0,2,Somewhat concerned,Somewhat concerned,Yes,Favor,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Most of the time,2,2,1,1,2,0,1,0,3,2,No,0,,,,Somewhat conservative,4,Single,0,No,0,Some college,2,"$20,000 to under $30,000",2,Occassionally,1,No,0,No,0,Fair,1,Yes,Yes,Baptist,Baptist,KENTUCKY,Laurel KY,South,East South Central,5450,22,5428,8962,0,Qual73538399-0108Vaccination,297,9979290,6026d608-998e-11da-f90c-d2f52ca90b5a,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,White,1227,,,,,,0,,,,,,,,0,,,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,0,2,0,1,5,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,3,1,1,Laurel KY,9,KENTUCKY,0,297
